group	symbol	weight	count	desc
composite	ET_652_C3_X_AUTH	12	1	ET_003_C3 & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & (MIME_BAD_ATTACHMENT | MIME_DOUBLE_BAD_EXTENSION) & MIME_HTML_ONLY & RCPT_COUNT_ONE & !ET_304_TRUST_DOMAIN
composite	ET_653_TO_EQ_FROM	15	1	ET_1010_NO_X_MAILER & TO_EQ_FROM & HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO & !REPLYTO_EQ_FROM & RCPT_COUNT_ONE
composite	ET_654_ALL_ZERO	12	1	ET_100_X_TO & RCVD_COUNT_ZERO & RCPT_COUNT_ZERO
composite	ET_655_C3_ALL_ZERO	9	1	ET_003_C3 & ET_100_X_TO & RCVD_COUNT_ZERO & RCPT_COUNT_ZERO
composite	ET_656_GOOGLE_FORWARD	3	1	GOOGLE_FORWARDING_MID_MISSING & MIME_HTML_ONLY & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING | (HAS_ATTACHMENT & !BAYES_HAM)) & RCPT_COUNT_ONE
composite	ET_657_PHISHING	3	1	PHISHING & MX_INVALID & MX_MISSING & RCPT_COUNT_ONE & MIME_HTML_ONLY & (ET_1130_SMTP_PROXY | RCVD_VIA_SMTP_AUTH)
composite	ET_658_C3_PHISHING	6	1	ET_003_C3 & PHISHING & MX_INVALID & MX_MISSING & RCPT_COUNT_ONE & MIME_HTML_ONLY & (ET_1130_SMTP_PROXY | RCVD_VIA_SMTP_AUTH)
composite	ET_660_BAD_URL	12	1	(ABUSE_SURBL | PH_SURBL_MULTI) & RCPT_COUNT_ONE & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING | HTML_SHORT_LINK_IMG_1 |HTML_SHORT_LINK_IMG_2 | HTML_SHORT_LINK_IMG_3| URI_COUNT_ODD)
composite	ET_661_PROXY_BAD_URL	6	1	(ET_010_X_AUTH | ET_100_X_TO) & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & (HFILTER_HOSTNAME_UNKNOWN | HFILTER_HELO_IP_A) & RCPT_COUNT_ONE & ((ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING | HAS_ATTACHMENT | RDNS_NONE) & !BAYES_HAM)
composite	ET_662_UNKNOW_PROXY	2	1	(RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY | (RCVD_COUNT_ZERO & URI_COUNT_ODD)) & (HFILTER_HOSTNAME_UNKNOWN | HFILTER_HELO_IP_A) & RCPT_COUNT_ONE & (RDNS_NONE | (ET_010_X_AUTH & !AUTH_NA))
composite	ET_663_C3_UNKNOWN_PROXY	9	1	ET_003_C3 & ET_662_UNKNOW_PROXY
composite	ET_665_FAKE_REPLY_FREE	3	1	ET_301_FAKE_REPLY & FREEMAIL_ENVFROM  & INTRODUCTION  & RCPT_COUNT_ONE
composite	ET_666_FREE_AUTH_ERROR	3	1	!(g:cus.info | g:cus.edm)  & ET_106_X_AUTH & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & RCPT_COUNT_ONE
composite	ET_667_C3_FREE_AUTH_ERROR	5	1	ET_003_C3 & !(g:cus.info | g:cus.edm)  & ET_106_X_AUTH & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & RCPT_COUNT_ONE
composite	ET_670_FROM_NEQ_DISPLAY_NAME	3	1	(FROM_NEQ_DISPLAY_NAME | ET_1140_SMTP_RELAY) & ((HFILTER_MID_NORES_A_OR_MX & ET_1200_MID_NEQ_FROM) | HFILTER_HOSTNAME_UNKNOWN)
composite	ET_671_PROXY_NEQ_REPLYTO	4	1	(FREEMAIL_REPLYTO_NEQ_FROM_DOM | ((REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM) & FREEMAIL_REPLYTO)) & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & RCPT_COUNT_ONE
composite	ET_672_C3_PROXY_NEQ_REPLYTO	5	1	ET_003_C3 & (FREEMAIL_REPLYTO_NEQ_FROM_DOM | ((REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM) & FREEMAIL_REPLYTO)) & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & RCPT_COUNT_ONE
composite	ET_675_C3_RETURN_TO_FREE	3	1	ET_003_C3 & FREEMAIL_FROM & FROM_NEQ_ENVFROM & MX_INVALID & RCVD_COUNT_ZERO & RCPT_COUNT_ONE
composite	ET_675_RETURN_TO_FREE	2	1	ET_010_X_AUTH & FREEMAIL_FROM & FROM_NEQ_ENVFROM & MX_INVALID & RCVD_COUNT_ZERO & RCPT_COUNT_ONE
composite	ET_676_1_DOUBLE_PROXY_FAKE_XM	6	1	!(g:cus.info | g:cus.edm) & ((ET_1190_OUTLOOK_XM |ET_1010_NO_X_MAILER) & SUBJECT_ENDS_SPACES) & RCVD_VIA_SMTP_AUTH & ET_1130_SMTP_PROXY & RCPT_COUNT_ONE
composite	ET_676_2_DOUBLE_PROXY_MX	6	1	ET_676_DOUBLE_PROXY & (MX_INVALID | MX_MISSING | ET_102_NOT_EDM_X_TO | ET_100_X_TO)
composite	ET_676_DOUBLE_PROXY	3	1	(!(g:cus.info | g:cus.edm) & (!BAYES_HAM | ET_104_X_BAYES)) & ET_003_C3 & RCVD_VIA_SMTP_AUTH & ET_1130_SMTP_PROXY
composite	ET_677_C3_DOUBLE_PROXY	4	1	(ET_003_C3 | !(ET_003_C3 | ET_001_C1 | ET_002_C2)) & RCVD_VIA_SMTP_AUTH & ET_1130_SMTP_PROXY & (!BAYES_HAM | MX_INVALID)
composite	ET_678_DOUBLE_PROXY_BAD	9	1	RCVD_VIA_SMTP_AUTH & ET_1130_SMTP_PROXY & (TO_EQ_FROM | FROM_NEQ_DISPLAY_NAME | (MIME_HTML_ONLY & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING | HAS_ATTACHMENT | g+:surbl | g+:excessqp | g+:excessb64))) & RCPT_COUNT_ONE
composite	ET_679_BAD_REPLY_FW	6	1	(ET_050_SUBJ_FW | ET_050_SUBJ_REPLY | (FREEMAIL_TO & !FREEMAIL_ENVFROM)) & (MISSING_DATE | DATE_IN_FUTURE | DATE_IN_PAST | (ET_003_C3 & (HAS_ATTACHMENT | g+:surbl)))
composite	ET_680_BAD_DATE	6	1	(DATE_IN_FUTURE | DATE_IN_PAST | MISSING_DATE) & (ET_104_X_BAYES | HAS_ATTACHMENT | g+:surbl | (MIME_HTML_ONLY & (HFILTER_URL_ONLY | FREEMAIL_TO)))
composite	ET_681_FAKE_REPLY	1	1	ET_301_FAKE_REPLY & (ET_104_X_BAYES | (HAS_ATTACHMENT & ET_003_C3 &!BAYES_HAM) | g+:surbl | (BAYES_SPAM & BAYES_NOT_EDM)) & RCPT_COUNT_ONE
composite	ET_682_FAKE_REPLY_NXM	1	1	ET_301_FAKE_REPLY & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & RCPT_COUNT_ONE
composite	ET_684_FAKE_REPLY_PROXY	1	1	ET_301_FAKE_REPLY & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY | (FREEMAIL_ENVFROM & FROM_NEQ_ENVFROM)) & RCPT_COUNT_ONE
composite	ET_685_MIME_ONLY	6	1	!(g:cus.info | g:cus.edm) & MIME_HTML_ONLY & ET_1010_NO_X_MAILER & ET_1030_MSG_DATE_FORMAT & ET_1160_SMTP_HAS_UNKNOWN & !BAYES_HAM & !ET_305_FREE_AND_TRUST_DOMAIN & RCPT_COUNT_ONE
composite	ET_686_C3_MIME_ONLY	9	1	!(g:cus.info | g:cus.edm) & ET_003_C3 & (MIME_HTML_ONLY & !BAYES_HAM & !NEURAL_HAM_SHORT) & ET_1010_NO_X_MAILER & ET_1030_MSG_DATE_FORMAT & ET_1160_SMTP_HAS_UNKNOWN & !ET_305_FREE_AND_TRUST_DOMAIN & RCPT_COUNT_ONE
composite	ET_687_FREEMAIL_TAG	4	1	!(g:cus.info | g:cus.edm) & FREEMAIL_ENVFROM & (TAGGED_RCPT | TAGGED_FROM) & !(ET_050_SUBJ_REPLY | BAYES_HAM) 
composite	ET_688_C3_FREEMAIL_TAG	3	1	!(g:cus.info | g:cus.edm) & ET_003_C3 & FREEMAIL_ENVFROM & (TAGGED_RCPT | TAGGED_FROM | FORGED_OUTLOOK_HTML | FORGED_OUTLOOK_TAGS)
composite	ET_689_OUTLOOK_PROXY	9	1	FREEMAIL_ENVFROM & ((ARC_ALLOW & ET_1020_OUTLOOK_PROXY) | (FROM_NEQ_ENVFROM & ET_003_C3)) & FREEMAIL_TO & (TAGGED_RCPT | TAGGED_FROM | FORGED_OUTLOOK_HTML | FORGED_OUTLOOK_TAGS)
composite	ET_690_SPF_X_AUTH	12	1	!BAYES_HAM & (R_SPF_SOFTFAIL | R_SPF_FAIL) & (DMARC_POLICY_REJECT | DMARC_POLICY_SOFTFAIL) & (RCVD_VIA_SMTP_AUTH | ET_1020_OUTLOOK_PROXY | ET_1130_SMTP_PROXY | RCVD_COUNT_ZERO)
composite	ET_691_SPF_X_AUTH_MX	12	1	(R_SPF_SOFTFAIL | R_SPF_FAIL ) & (DMARC_POLICY_REJECT | DMARC_POLICY_SOFTFAIL) & (RCVD_VIA_SMTP_AUTH | ET_1020_OUTLOOK_PROXY | ET_1130_SMTP_PROXY | RCVD_COUNT_ZERO) & (MX_INVALID | MX_MISSING)
composite	ET_692_CLICK_TODO_BAD_URL	12	1	!(g:cus.info | g:cus.edm) & (!BAYES_HAM | ET_104_X_BAYES) & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING) & g+:surbl
composite	ET_693_X_AUTH_BY_MACHINE	3	1	!(g:cus.info | g:cus.edm | ET_101_EDM_MARK) & RCVD_COUNT_ZERO & (ET_010_X_AUTH & !BAYES_HAM) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG)
composite	ET_694_X_AUTH_BY_MACHINE_HAS_FILE_BAD_URL	6	1	!(ET_9001_EDM | ET_305_FREE_AND_TRUST_DOMAIN) & RCVD_COUNT_ZERO & ET_010_X_AUTH & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & ((MIME_HTML_ONLY & HAS_ATTACHMENT) | g+:surbl)
composite	ET_695_C3_OUTLOOK_UNKNOWN	6	1	ET_003_C3 & !ET_305_FREE_AND_TRUST_DOMAIN & ((ET_1160_SMTP_HAS_UNKNOWN & ET_1190_OUTLOOK_XM) | (ET_1124_XM_FROM_YAHOO & g+:surbl)) & MX_INVALID & FORGED_RECIPIENTS
composite	ET_695_OUTLOOK_UNKNOWN	3	1	!ET_305_FREE_AND_TRUST_DOMAIN & ((ET_1160_SMTP_HAS_UNKNOWN & ET_1190_OUTLOOK_XM) | (ET_1124_XM_FROM_YAHOO & g+:surbl)) & MX_INVALID & FORGED_RECIPIENTS
composite	ET_696_BAD_ATTACHMENT	5	1	!ET_305_FREE_AND_TRUST_DOMAIN & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & ET_104_X_BAYES & (MIME_ENCRYPTED_ARCHIVE | MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | g+:surbl)
composite	ET_697_BAD_FW	6	1	!(ET_305_FREE_AND_TRUST_DOMAIN | ET_506_3D_OK | ET_9001_EDM | g:cus.info |g:cus.edm ) & (ET_050_SUBJ_FW | ET_050_SUBJ_REPLY | ET_300_REPLY) & ET_003_C3 & !BAYES_HAM & RCPT_COUNT_ONE
composite	ET_698_BAD_FW_ATTACHMENT_URL	6	1	!ET_304_TRUST_DOMAIN & ((ET_050_SUBJ_FW & !BAYES_HAM) | ET_050_SUBJ_REPLY | ET_300_REPLY) & ET_003_C3 & (MIME_ENCRYPTED_ARCHIVE | MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | g+:surbl | ((RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & g+:rbl))
composite	ET_699_1_UNKNOWN_MX	6	1	!(g:cus.info | g:cus.edm) & HFILTER_HOSTNAME_UNKNOWN & !MX_GOOD & ET_010_X_AUTH & (HAS_ATTACHMENT | g+:surbl) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT)
composite	ET_699_UNKNOWN_MX	6	1	!(g:cus.info |g:cus.edm | BAYES_HAM) & HFILTER_HOSTNAME_UNKNOWN & !MX_GOOD & (RDNS_NONE | ET_010_X_AUTH)
composite	ET_700_C3_UNKNOWN_MX	6	1	!(g:cus.info | g:cus.edm) & ET_003_C3 & HFILTER_HOSTNAME_UNKNOWN & !MX_GOOD & (RDNS_NONE | ET_010_X_AUTH)
composite	ET_701_QP_BASE64	6	1	!(g:cus.info | g:cus.edm) & ((HFILTER_HOSTNAME_UNKNOWN & RDNS_NONE & !BAYES_HAM) | (FROM_NEQ_ENVFROM & (ET_1100_HTTP_TO_MAIL | HAS_ATTACHMENT)) | ET_100_X_TO | (ET_1130_SMTP_PROXY | ET_1140_SMTP_RELAY) | (ET_104_X_BAYES & HAS_ATTACHMENT & ET_1020_OUTLOOK_PROXY)) & (g+:excessqp | g+:excessb64)
composite	ET_702_C3_QP_BASE64	6	1	ET_003_C3 & ((HFILTER_HOSTNAME_UNKNOWN & RDNS_NONE) | (FROM_NEQ_ENVFROM & (ET_1100_HTTP_TO_MAIL | HAS_ATTACHMENT)) |ET_100_X_TO | (ET_1130_SMTP_PROXY | ET_1140_SMTP_RELAY | RCVD_VIA_SMTP_AUTH)| (ET_104_X_BAYES & HAS_ATTACHMENT & ET_1020_OUTLOOK_PROXY)) & (g+:excessqp | g+:excessb64)
composite	ET_703_QP_BASE64_MIME	3	1	!(g:cus.info | g:cus.edm) & ((MIME_HTML_ONLY & !BAYES_HAM & !MX_GOOD) |(ET_104_X_BAYES & HAS_ATTACHMENT & ET_1020_OUTLOOK_PROXY)) & (g+:excessqp | g+:excessb64)
composite	ET_704_R_TYPE	5	1	(R_MISSING_CHARSET | R_WHITE_ON_WHITE | (R_EMPTY_IMAGE & !(PRECEDENCE_BULK | HAS_LIST_UNSUB))) & ((MIME_BASE64_TEXT & HAS_ATTACHMENT) | MIME_HTML_ONLY | HTML_SHORT_LINK_IMG_1 | HTML_SHORT_LINK_IMG_2 | HFILTER_URL_ONELINE | HFILTER_URL_ONLY) & RCPT_COUNT_ONE
composite	ET_705_R_TYPE_SURL	6	1	(R_MISSING_CHARSET | R_WHITE_ON_WHITE | R_EMPTY_IMAGE) & (MIME_HTML_ONLY | HTML_SHORT_LINK_IMG_1 | HTML_SHORT_LINK_IMG_2) & (MANY_INVISIBLE_PARTS | HFILTER_URL_ONELINE | HFILTER_URL_ONLY) & (MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | MIME_ENCRYPTED_ARCHIVE | g+:surbl | (MIME_BASE64_TEXT_BOGUS & CTYPE_MIXED_BOGUS))
composite	ET_706_TO_DN_AND_MIME	3	1	!(g:cus.info | g:cus.edm) & (MIME_HTML_ONLY | HTML_SHORT_LINK_IMG_1 | HTML_SHORT_LINK_IMG_2) & MANY_INVISIBLE_PARTS & (ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL) & (TO_DN_EQ_ADDR_ALL | TO_DN_EQ_ADDR_SOME | TO_DN_SOME)
composite	ET_707_BAD_IP_NO_MX	6	1	(g+:rbl | g+:surl | (HAS_ATTACHMENT & ET_003_C3)) & !MX_GOOD & !MX_INVALID & !MX_MISSING
composite	ET_708_FREE_SPAM	12	1	RCPT_COUNT_ONE & (DBL_SPAM | MICROSOFT_SPAM | ET_1090_HINET_SPAM | (ET_010_X_AUTH & ET_020_X_AUTH & ET_1010_NO_X_MAILER & ET_1030_MSG_DATE_FORMAT & BAYES_SPAM))
composite	ET_709_BAD_CHARACTER	4	1	((URI_COUNT_ODD & R_PARTS_DIFFER) | (BAYES_SPAM & HAS_X_PRIO_ONE) | (AUTH_NA & ET_003_C3 & HAS_X_PRIO_ONE)) & ZERO_FONT & RCPT_COUNT_ONE & MIME_BASE64_TEXT & MANY_INVISIBLE_PARTS & RCVD_NO_TLS_LAST & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT)
composite	ET_709_BAD_CHARACTER_RBL	6	1	ET_709_BAD_CHARACTER & (g+:rbl | (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY))
composite	ET_710_C3_BAD_CHARACTER	9	1	ET_003_C3 & ET_709_BAD_CHARACTER & (g+:rbl | (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY))
composite	ET_711_ZERO_X_BAYES_FILE	3	1	(ET_003_C3 | ET_010_X_AUTH) & RCVD_COUNT_ZERO & ET_104_X_BAYES & (HAS_ATTACHMENT | URI_COUNT_ODD | ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL | g+:surbl) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG)& RCPT_COUNT_ONE
composite	ET_712_BAD_DOMAIN	12	1	(ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & HAS_ANON_DOMAIN & R_BAD_CTE_7BIT & TO_DN_EQ_ADDR_ALL & DBL_ABUSE_REDIR & RCPT_COUNT_ONE
composite	ET_713_BAD_IP	12	1	(ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & ET_010_X_AUTH & ET_020_X_AUTH & MIME_HTML_ONLY & BAYES_SPAM & !MX_GOOD & RCPT_COUNT_ONE
composite	ET_714_BITCOIN_ADDR	9	1	!(g:cus.info | g:cus.edm) & (AUTH_NA | ET_010_X_AUTH) & (BITCOIN_ADDR | RCVD_DOUBLE_IP_SPAM)
composite	ET_715_FREE_FORGED	4	1	ET_305_NOT_FREE_AND_TRUST_DOMAIN & FREEMAIL_TO & FORGED_RECIPIENTS & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING | HAS_ATTACHMENT | ET_104_X_BAYES)
composite	ET_716_MIME_ERROR_CLICK	3	1	!(g:cus.info | g:cus.edm) & ET_010_X_AUTH & !ET_304_TRUST_DOMAIN & (MIME_UNKNOWN | MISSING_MIME_VERSION | MIME_MA_MISSING_TEXT | MISSING_MIMEOLE) & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING)
composite	ET_717_BAYES_SPAM_MIME_ONLY	3	1	BAYES_SPAM & NEURAL_SPAM_SHORT & BAYES_NOT_EDM & MIME_HTML_ONLY
composite	ET_718_MIME_ONLY_BAD	5	1	MIME_HTML_ONLY & (MIME_UNKNOWN | MIME_HEADER_CTYPE_ONLY | MISSING_MIME_VERSION | MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | BROKEN_CONTENT_TYPE | MIME_MA_MISSING_TEXT) & ((g+:rbl & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY)) | g+:surbl)
composite	ET_719_PHP_PROXY	5	1	ET_010_X_AUTH & !AUTH_NA & AUTOGEN_PHP_SPAMMY & HAS_PHPMAILER_SIG & !MX_GOOD & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY)
composite	ET_720_X_MX	1	1	ET_010_X_AUTH & !AUTH_NA & RCVD_COUNT_ZERO & !MX_GOOD
composite	ET_721_X_MX_BAD_CONTENT	3	1	ET_720_X_MX & (INTRODUCTION | ET_003_C3 | g+:surbl)
composite	ET_722_URL	3	1	!(g:cus.info | g:cus.edm) & g+:surbl & URI_COUNT_ODD & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG)
composite	ET_723_X_BAYES_PROXY	3	1	ET_104_X_BAYES & FROM_NEQ_ENVFROM & (ET_1130_SMTP_PROXY | RCVD_VIA_SMTP_AUTH) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG)
composite	ET_724_FROM_GMAIL_TAG	3	1	ET_1220_GMAIL_HEADER & FROM_NEQ_ENVFROM & (TAGGED_FROM | TAGGED_RCPT)
composite	ET_725_C3_FROM_GMAIL	6	1	ET_1220_GMAIL_HEADER & ET_003_C3 & FROM_NEQ_ENVFROM & (TAGGED_FROM | TAGGED_RCPT)
composite	ET_726_PROXY_HINET_COREMAIL	6	1	MIME_HTML_ONLY & (MX_INVALID | MX_MISSING | (RCVD_VIA_SMTP_AUTH & ET_003_C3)) & (((BAYES_SPAM | ET_003_C3) & ET_102_NOT_EDM_X_TO) | (FROM_EXCESS_QP & TO_EXCESS_QP & !ET_305_FREE_AND_TRUST_DOMAIN))
composite	ET_727_HINET_WEB_PROXY_MID	4	1	MIME_HTML_ONLY & ET_102_NOT_EDM_X_TO & (MX_INVALID | MX_MISSING) & (BAYES_SPAM | ET_003_C3) & HFILTER_MID_NOT_FQDN & MID_RHS_NOT_FQDN
composite	ET_728_MID_DOUBLE_FQDN	4	1	(MX_INVALID | MX_MISSING) & (BAYES_SPAM | ET_104_X_BAYES) & HFILTER_MID_NOT_FQDN & MID_RHS_NOT_FQDN & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | ET_1040_MSG_JAVA_FORMAT)
composite	ET_729_COREMAIL_PROXY	3	1	MIME_HTML_ONLY & (g+:excessb64 | g+:excessqp) & (HFILTER_HOSTNAME_UNKNOWN | (!ET_305_FREE_AND_TRUST_DOMAIN & MX_INVALID)) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | ET_003_C3)
composite	ET_730_SHORT_MESSAGE	12	1	MISSING_MID & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | ET_003_C3) & (MIME_BASE64_TEXT | MIME_HTML_ONLY) & !(HAS_LIST_UNSUB | PRECEDENCE_BULK | BAYES_HAM)
composite	ET_731_FREE_X_AUTH	5	1	FREEMAIL_ENVFROM & ET_010_X_AUTH & MIME_HTML_ONLY & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | ET_1040_MSG_JAVA_FORMAT) & !HAS_LIST_UNSUB
composite	ET_732_DN_AUTO	3	1	(ET_010_X_AUTH | (FREEMAIL_ENVFROM & ET_1160_SMTP_HAS_UNKNOWN)) & (MIME_HTML_ONLY | (ET_1140_SMTP_RELAY & HFILTER_MID_NORES_A_OR_MX)) & FROM_HAS_DN & TO_DN_NONE & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | ET_1040_MSG_JAVA_FORMAT) & !(HAS_LIST_UNSUB | PRECEDENCE_BULK)
composite	ET_733_HTTP_TO_IP	4	1	MIME_HTML_ONLY & HTTP_TO_IP & (MX_INVALID | MX_MISSING | RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING) & !(HAS_LIST_UNSUB | PRECEDENCE_BULK) & (g+:excessb64 | g+:excessqp)
composite	ET_734_TO_EQ_FROM_FORGED	4	1	TO_EQ_FROM & FORGED_RECIPIENTS & (HFILTER_HELO_IP_A | HFILTER_HELO_NORES_A_OR_MX) & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & !(HAS_LIST_UNSUB | PRECEDENCE_BULK)
composite	ET_735_UNKNOWN_AUTH_NA	3	1	HFILTER_HOSTNAME_UNKNOWN & RDNS_NONE & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & AUTH_NA & (TO_DN_NONE | TO_DN_EQ_ADDR_ALL) & !(HAS_LIST_UNSUB | PRECEDENCE_BULK) & RCPT_COUNT_ONE
composite	ET_736_FREE_UNKNOWN	4	1	FREEMAIL_ENVFROM & ET_1160_SMTP_HAS_UNKNOWN & MIME_HTML_ONLY & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING | HAS_ATTACHMENT) & !(HAS_LIST_UNSUB | PRECEDENCE_BULK) & RCPT_COUNT_ONE
composite	ET_737_FREE_UNKNOWN_DN_AUTO	4	1	ET_003_C3 & (ET_732_DN_AUTO | ET_736_FREE_UNKNOWN)
composite	ET_738_HTTP_TO_IP_MIME	4	1	!(BAYES_HAM | HAS_LIST_UNSUB) & HTTP_TO_IP & MIME_HTML_ONLY & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING) & (HFILTER_HELO_IP_A | HFILTER_HOSTNAME_UNKNOWN | HFILTER_HELO_NORES_A_OR_MX) & RCPT_COUNT_ONE
composite	ET_739_NEQ_DOMAIN	4	1	ET_1032_FROM_DOM_NEQ_ENVFROM & FROM_NEQ_ENVFROM & RCVD_COUNT_ZERO & MIME_HTML_ONLY & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & RCPT_COUNT_ONE & !(HAS_LIST_UNSUB | ET_304_TRUST_DOMAIN)
composite	ET_740_MIME_URL_BAD	4	1	MIME_HTML_ONLY & g+:surbl & !HAS_LIST_UNSUB & PRECEDENCE_BULK & RCVD_COUNT_ZERO & RCPT_COUNT_ONE
composite	ET_741_EQ_SPF_FAIL	3	1	(MIME_HTML_ONLY | (ET_104_X_BAYES & ET_003_C3) | HAS_ATTACHMENT) & FROM_EQ_ENVFROM & R_SPF_SOFTFAIL & VIOLATED_DIRECT_SPF & RCPT_COUNT_ONE
composite	ET_743_AUTH_NA_MX	3	1	((AUTH_NA & (MX_INVALID | MX_MISSING) & !BAYES_HAM) | (RCVD_VIA_SMTP_AUTH & ET_104_X_BAYES) | (R_SPF_FAIL & DMARC_POLICY_REJECT) | (HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO)) & ET_010_X_AUTH & !HAS_LIST_UNSUB & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & RCPT_COUNT_ONE
composite	ET_744_1_ALL_QP_BASE	9	1	(((ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL) & URI_COUNT_ODD) | HAS_ATTACHMENT) & (g+:excessb64 | g+:excessqp) & (FROM_NEQ_ENVFROM | URI_COUNT_ODD) & (REPLYTO_EXCESS_QP | REPLYTO_EXCESS_BASE64) & (SUBJ_EXCESS_QP | SUBJ_EXCESS_BASE64)
composite	ET_744_ALL_QP_BASE	6	1	(g+:excessb64 | g+:excessqp) & (FROM_NEQ_ENVFROM | URI_COUNT_ODD) & (REPLYTO_EXCESS_QP | REPLYTO_EXCESS_BASE64) & (SUBJ_EXCESS_QP | SUBJ_EXCESS_BASE64)
composite	ET_745_C3_ALL_QP_BASE	9	1	ET_003_C3 & (g+:excessb64 | g+:excessqp) & (FROM_NEQ_ENVFROM | URI_COUNT_ODD) & (REPLYTO_EXCESS_QP | REPLYTO_EXCESS_BASE64) & (SUBJ_EXCESS_QP | SUBJ_EXCESS_BASE64)
composite	ET_745_C3_RELAY	3	1	ET_003_C3 & ET_1140_SMTP_RELAY & ET_010_X_AUTH & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & !HAS_LIST_UNSUB & RCPT_COUNT_ONE
